"","LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8","LD9"
"17356",1.61835610659315e-05,3.93720074377422e-05,0.00028023248011214,4.13988454744657e-05,1.15670946540197e-05,6.64143089004078e-06,4.06424232172439e-05,3.42533887228326e-09,9.95909150505945e-05
"17360",2.61535172221829e-07,1.13049756720411e-08,2.46464383683323e-08,4.06119393457434e-08,6.65682127502018e-10,1.58008010370777e-09,7.09618708730523e-09,1.12067308156791e-08,8.78778360002718e-09
"17360",2.61535172221831e-07,1.13049756720412e-08,2.46464383683324e-08,4.06119393457438e-08,6.65682127502028e-10,1.58008010370779e-09,7.09618708730528e-09,1.12067308156792e-08,8.78778360002724e-09
"17367",1.79181731487007e-08,9.42655801137555e-06,1.45568896478343e-05,5.45099660413431e-06,0.000161531830354986,2.74138086129021e-05,1.12844143980469e-05,2.01815621899828e-05,2.63903472451361e-06
"17367",1.79181731487009e-08,9.42655801137555e-06,1.45568896478342e-05,5.45099660413432e-06,0.000161531830354986,2.74138086129021e-05,1.12844143980469e-05,2.01815621899828e-05,2.63903472451362e-06
"17370",0,0,0,0,0,0,0,0,0
"17370",0,0,0,0,0,0,0,0,0
"17381",4.19452505716077e-07,7.39388260679552e-06,1.3237485073972e-06,6.97913933865955e-06,3.16151915809881e-05,2.11310546314808e-06,5.32448228133437e-05,0.000214847603605365,1.83720579131494e-05
"17381",4.19452505716079e-07,7.39388260679551e-06,1.32374850739721e-06,6.97913933865956e-06,3.16151915809881e-05,2.11310546314807e-06,5.32448228133437e-05,0.000214847603605365,1.83720579131494e-05
"17385",1.24927699019175e-07,9.66746938154202e-08,5.65578162213646e-08,2.78603771097089e-08,6.48009033308284e-10,8.61824210218124e-09,4.9720705702264e-09,1.05242695775512e-07,1.31402034440296e-07
"17385",1.24927699019172e-07,9.66746938154177e-08,5.65578162213632e-08,2.78603771097082e-08,6.48009033308261e-10,8.61824210218103e-09,4.97207057022629e-09,1.05242695775509e-07,1.31402034440292e-07
"17408",2.1181910168606e-06,2.46447610241347e-07,8.77764958233129e-09,8.18902412114375e-09,2.80710983820581e-06,5.68017904093538e-07,1.17297145460471e-07,4.8433500266235e-07,1.35701732513696e-06
"17408",2.11819101686059e-06,2.46447610241345e-07,8.77764958233129e-09,8.18902412114376e-09,2.8071098382058e-06,5.68017904093535e-07,1.1729714546047e-07,4.84335002662346e-07,1.35701732513695e-06
"17409",8.34802202526701e-05,6.3767016173531e-06,4.65890159059285e-06,1.84541087042477e-05,6.11146610343618e-05,8.34225098745157e-06,1.6096334420138e-07,4.35740041107215e-05,6.37660019013612e-05
"17409",0.00011830914184034,2.10613621565187e-07,1.98917868530024e-07,3.03454008798221e-06,5.73257628588466e-05,6.447016362946e-07,3.62155291243224e-06,4.11453133885775e-06,9.94013850765898e-08
"17409",3.02846836654314e-06,4.26954025305678e-06,2.93247401054294e-06,6.52205497118683e-06,6.06187632012434e-08,1.36251690318023e-05,5.309522828967e-06,7.4468125100885e-05,6.89006506129518e-05
"17413",6.7789685425307e-08,7.06875349894835e-07,4.33560183981808e-07,1.87515367075774e-07,1.04375194211528e-06,3.41935354207098e-08,1.65041678777898e-07,1.84976678374022e-12,3.56726405373143e-07
"17413",6.77896854253073e-08,7.06875349894838e-07,4.3356018398181e-07,1.87515367075775e-07,1.04375194211529e-06,3.41935354207099e-08,1.65041678777899e-07,1.84976678374001e-12,3.56726405373145e-07
"17414",1.18405928660462e-05,1.77521158346424e-05,8.95120109461905e-06,3.44993955421735e-05,2.31423286518367e-06,3.3175784479355e-05,1.19794363292532e-05,2.49589133371106e-05,3.82120412171926e-07
"17414",1.18405928660462e-05,1.77521158346424e-05,8.95120109461905e-06,3.44993955421735e-05,2.31423286518366e-06,3.3175784479355e-05,1.19794363292532e-05,2.49589133371106e-05,3.82120412171929e-07
"17415",0.00353590216617513,9.57636668452944e-06,0.000933939741807702,0.000838762061083099,3.84812871125645e-05,0.00174425891230977,0.0040444172369301,0.000785350676403089,0.00597626424469102
"17415",0.00353590216617514,9.57636668452951e-06,0.000933939741807703,0.000838762061083099,3.8481287112565e-05,0.00174425891230977,0.0040444172369301,0.00078535067640309,0.00597626424469102
"17418",1.81805520702941e-06,0.00023017847294667,0.000161361397794507,0.000170968295942684,7.14446400922084e-05,4.34861552179598e-07,5.1139421765578e-05,1.99689770658908e-05,1.74925190129822e-05
"17418",1.8180552070294e-06,0.000230178472946669,0.000161361397794508,0.000170968295942684,7.14446400922085e-05,4.34861552179604e-07,5.11394217655779e-05,1.99689770658908e-05,1.74925190129821e-05
"17423",0,0,0,0,0,0,0,0,0
"17423",0,0,0,0,0,0,0,0,0
"17427",2.15023621225869e-07,5.36100412117372e-09,5.78122441628877e-10,3.90434930342112e-09,7.59683808334938e-08,7.81728571036159e-08,1.21740543814567e-10,6.54879461989456e-07,3.52383576555095e-08
"17427",2.15023621225871e-07,5.36100412117375e-09,5.78122441628887e-10,3.90434930342118e-09,7.59683808334944e-08,7.81728571036168e-08,1.21740543814573e-10,6.54879461989463e-07,3.523835765551e-08
"17437",7.61404781357309e-05,6.18082309629795e-05,0.000132411506275863,0.000807381260274324,1.95281852471737e-05,3.47298568251434e-05,7.61345444918373e-08,4.77688887528791e-05,0.000403755557661163
"17437",7.61404781357308e-05,6.18082309629796e-05,0.000132411506275863,0.000807381260274324,1.95281852471737e-05,3.47298568251433e-05,7.61345444918386e-08,4.7768888752879e-05,0.000403755557661163
"17443",1.18291976241073e-07,4.03251176421635e-08,7.04248199777474e-09,6.56404897943038e-08,9.12392851959198e-08,7.16873949732708e-09,1.94963251149114e-08,1.08486331402859e-08,2.48658201191103e-08
"17443",1.1829197624107e-07,4.03251176421625e-08,7.04248199777457e-09,6.56404897943021e-08,9.12392851959176e-08,7.16873949732695e-09,1.94963251149109e-08,1.08486331402857e-08,2.48658201191097e-08
"17445",5.68464593204721e-07,4.18745208934263e-07,4.15989481774824e-06,8.07629284750322e-06,2.66886644291681e-05,2.73952841775731e-05,3.16442688688833e-06,2.62924542657243e-06,1.20416886844163e-05
"17445",5.6846459320472e-07,4.18745208934263e-07,4.15989481774824e-06,8.07629284750323e-06,2.66886644291681e-05,2.73952841775731e-05,3.16442688688833e-06,2.62924542657243e-06,1.20416886844163e-05
"17448",3.94483396275675e-06,4.44853331226408e-06,1.24587136993836e-06,1.80453377889572e-05,4.09356676089945e-06,1.11094277023045e-05,2.37448805444647e-05,3.9728219453944e-06,2.26019391068893e-06
"17448",3.94483396275678e-06,4.4485333122641e-06,1.24587136993835e-06,1.80453377889572e-05,4.09356676089946e-06,1.11094277023045e-05,2.37448805444647e-05,3.97282194539441e-06,2.26019391068892e-06
"17456",1.8338540016314e-05,0.000177430282901348,0.000158542203110404,0.000275622358025508,0.000172718552301706,7.59704138272419e-05,8.86577046881413e-05,5.29444775684924e-05,9.41595455511452e-05
"17456",1.8338540016314e-05,0.000177430282901348,0.000158542203110404,0.000275622358025508,0.000172718552301706,7.59704138272419e-05,8.86577046881412e-05,5.29444775684925e-05,9.41595455511451e-05
"17458",5.99598727240299e-07,6.00825225587099e-08,1.14175756564758e-06,1.67040572952543e-05,9.07462869566546e-05,2.56005345404606e-05,1.02410360572433e-05,3.18293216950418e-05,6.12538612140111e-06
"17458",5.99598727240298e-07,6.0082522558711e-08,1.14175756564758e-06,1.67040572952543e-05,9.07462869566546e-05,2.56005345404606e-05,1.02410360572433e-05,3.18293216950418e-05,6.12538612140109e-06
"17472",2.20266809416747e-07,1.34905831720259e-07,4.04332398096174e-08,1.24663172216944e-08,6.83342488527415e-08,1.60806443125291e-10,9.08457487014012e-09,1.24921719715558e-07,4.20592597256369e-08
"17472",2.20266809416745e-07,1.34905831720258e-07,4.04332398096171e-08,1.24663172216943e-08,6.8334248852741e-08,1.60806443125299e-10,9.08457487014e-09,1.24921719715557e-07,4.20592597256366e-08
"17474",1.8899766054614e-07,4.84975753337862e-08,6.31680262084428e-08,1.18519612613869e-08,3.35588494031416e-09,9.98515168216033e-09,2.71270221057384e-09,9.53423910158998e-09,3.69406410440256e-10
"17474",1.8899766054614e-07,4.84975753337862e-08,6.31680262084426e-08,1.18519612613869e-08,3.35588494031415e-09,9.98515168216029e-09,2.71270221057382e-09,9.53423910158996e-09,3.69406410440256e-10
"17475",5.62449030352056e-05,5.43287918227965e-06,9.20172526742214e-05,7.53001310997011e-07,1.36599263179874e-05,5.75649668768404e-07,9.25494879310949e-06,1.29221989441908e-05,2.56561045795737e-05
"17475",5.62449030352057e-05,5.43287918227965e-06,9.20172526742213e-05,7.5300131099701e-07,1.36599263179874e-05,5.75649668768399e-07,9.2549487931095e-06,1.29221989441908e-05,2.56561045795736e-05
"17481",2.34102764281237e-06,1.87472129293523e-07,3.08060412864208e-05,7.63528395367945e-06,2.4074584015838e-05,5.56873366123162e-07,8.49683249218879e-07,5.66176796296014e-09,3.60232862026527e-06
"17481",2.34102764281238e-06,1.87472129293526e-07,3.08060412864208e-05,7.63528395367947e-06,2.4074584015838e-05,5.56873366123165e-07,8.49683249218878e-07,5.66176796296016e-09,3.60232862026528e-06
"1749",1.93907646321947e-08,3.10283928375535e-05,6.60442086281831e-05,0.000124504260223025,5.85320763228434e-06,2.82264262799891e-05,0.000412949825534033,1.71170661472753e-06,4.04602803524077e-05
"1749",1.93907646321953e-08,3.10283928375535e-05,6.60442086281832e-05,0.000124504260223025,5.85320763228435e-06,2.82264262799891e-05,0.000412949825534033,1.71170661472754e-06,4.04602803524076e-05
"17494",0,0,0,0,0,0,0,0,0
"17494",0,0,0,0,0,0,0,0,0
"17499",2.06712762400065e-07,4.54040816711402e-06,1.30310802065957e-05,1.37954620890249e-05,1.29774437785253e-07,1.67702215280198e-06,8.88417194244823e-06,1.10162109148221e-05,1.89656121069716e-05
"17499",2.06712762400065e-07,4.54040816711403e-06,1.30310802065957e-05,1.37954620890249e-05,1.29774437785255e-07,1.67702215280197e-06,8.88417194244825e-06,1.10162109148221e-05,1.89656121069716e-05
"17507",2.0548258316214e-07,2.29396424513684e-08,2.57840594973033e-08,3.50571030844243e-08,1.66317766261575e-08,4.61048782807239e-10,7.65270963770023e-09,2.34042044267694e-10,3.76639348452736e-10
"17507",2.05482583162132e-07,2.29396424513676e-08,2.57840594973024e-08,3.5057103084423e-08,1.66317766261568e-08,4.61048782807218e-10,7.65270963769996e-09,2.3404204426768e-10,3.76639348452721e-10
"17510",1.8141143756289e-09,8.21230200162594e-08,3.89023732850057e-07,1.1971925530667e-08,5.98714039173094e-08,2.1860305198417e-07,1.11608839923258e-07,2.92447850076308e-09,1.68729033715683e-07
"17510",1.81411437562891e-09,8.21230200162596e-08,3.89023732850057e-07,1.1971925530667e-08,5.98714039173096e-08,2.1860305198417e-07,1.11608839923258e-07,2.92447850076313e-09,1.68729033715683e-07
"17516",6.17035786278886e-07,1.8676984825608e-07,1.13570557842841e-07,2.9965713465416e-08,7.98796851219292e-07,1.46336303453627e-08,1.67297500411561e-07,2.00892423667462e-07,4.60332087608761e-08
"17516",6.17035786278889e-07,1.86769848256081e-07,1.13570557842842e-07,2.99657134654163e-08,7.98796851219297e-07,1.46336303453628e-08,1.67297500411561e-07,2.00892423667464e-07,4.60332087608765e-08
"17517",8.37185745046641e-07,4.31923122041818e-08,6.00542260155297e-06,7.11505919125721e-06,4.94768946244962e-05,2.20812089394286e-05,1.11004162958904e-06,3.81892712971692e-06,1.31232876085097e-05
"17517",8.37185745046638e-07,4.31923122041807e-08,6.00542260155296e-06,7.11505919125722e-06,4.94768946244962e-05,2.20812089394286e-05,1.11004162958904e-06,3.81892712971692e-06,1.31232876085097e-05
"17525",7.63256585061298e-05,4.2126542486716e-06,3.42426905945593e-05,6.82757703733262e-05,5.2654663501667e-06,4.19235522491084e-06,1.63665886493755e-06,5.94684879496187e-06,3.47969372600008e-07
"17525",7.63256585061298e-05,4.21265424867165e-06,3.42426905945594e-05,6.82757703733261e-05,5.26546635016669e-06,4.19235522491084e-06,1.63665886493756e-06,5.94684879496186e-06,3.47969372600014e-07
"17527",2.3589830007271e-06,1.19648864299658e-06,9.04688609789514e-07,5.52810101158493e-09,5.26476123473842e-07,9.55001117007443e-07,3.53923922576392e-07,2.13134662492359e-07,2.73895858045881e-06
"17527",2.35898300072709e-06,1.19648864299657e-06,9.04688609789506e-07,5.528101011585e-09,5.26476123473839e-07,9.55001117007437e-07,3.5392392257639e-07,2.13134662492358e-07,2.7389585804588e-06
"17533",4.73626345023059e-06,4.01642203542858e-07,1.46153557416123e-08,5.63312285385079e-08,2.72462366615248e-06,1.66172607810877e-07,1.14992918490066e-08,6.59697603000513e-07,9.79718882773964e-08
"17533",4.73626345023061e-06,4.01642203542859e-07,1.46153557416123e-08,5.63312285385085e-08,2.72462366615249e-06,1.66172607810878e-07,1.14992918490067e-08,6.59697603000516e-07,9.7971888277397e-08
"17540",3.18460459624154e-06,1.82722536548086e-05,1.05860234941011e-05,0.000218480942305947,3.23495179466494e-07,2.07727259555985e-05,3.63503107309028e-05,2.28404036365384e-05,1.82828586875995e-05
"17540",3.18460459624151e-06,1.82722536548087e-05,1.05860234941011e-05,0.000218480942305947,3.23495179466492e-07,2.07727259555985e-05,3.63503107309028e-05,2.28404036365384e-05,1.82828586875995e-05
"17544",5.03848070510484e-08,5.06546371572627e-09,1.28836392443008e-09,1.9572155058512e-10,1.3770379415316e-08,3.29277728372329e-10,9.59519092376999e-09,2.61433047131896e-09,1.25119901221954e-10
"17544",5.03848070510487e-08,5.06546371572632e-09,1.28836392443009e-09,1.95721550585123e-10,1.37703794153161e-08,3.29277728372328e-10,9.59519092377004e-09,2.61433047131899e-09,1.25119901221954e-10
"17545",1.62311956810664e-07,3.79346261013251e-09,9.59916650553297e-09,2.31007706161792e-09,4.06490962859661e-10,2.07044973976052e-10,5.74772759158099e-08,7.19725107992615e-10,4.97425535510061e-08
"17545",1.62311956810671e-07,3.79346261013265e-09,9.59916650553333e-09,2.31007706161801e-09,4.06490962859679e-10,2.07044973976059e-10,5.7477275915812e-08,7.19725107992643e-10,4.97425535510079e-08
"17567",3.75258208047677e-05,1.61525732491294e-06,5.00801940204903e-05,4.69124352230992e-05,4.78368888868129e-07,5.18228829315655e-06,1.41946078579726e-06,4.76585386533008e-06,2.4292064901097e-05
"17567",3.75258208047677e-05,1.61525732491293e-06,5.00801940204903e-05,4.69124352230991e-05,4.78368888868128e-07,5.18228829315651e-06,1.41946078579726e-06,4.76585386533008e-06,2.42920649010969e-05
"17569",6.24923896762357e-05,0.000336236756954612,8.43878774040208e-07,5.89071654294434e-06,4.13250532562232e-05,1.51209959285373e-05,9.34389695329161e-06,4.0394784758299e-05,8.84297441222414e-06
"17569",6.24923896762357e-05,0.000336236756954612,8.43878774040213e-07,5.89071654294436e-06,4.13250532562232e-05,1.51209959285372e-05,9.34389695329159e-06,4.03947847582991e-05,8.84297441222413e-06
"17571",1.76681669402498e-06,3.07780130635312e-07,8.57193998286776e-06,2.81907530367753e-06,2.23631290716359e-05,4.81391551521892e-05,2.70825045332674e-05,1.98350145822485e-05,1.61325776404559e-06
"17571",1.76681669402496e-06,3.07780130635311e-07,8.57193998286776e-06,2.81907530367755e-06,2.23631290716359e-05,4.81391551521892e-05,2.70825045332674e-05,1.98350145822484e-05,1.61325776404559e-06
"17572",0.00178141407926405,4.39706430048927e-05,3.04076986186187e-05,0.000189967794905819,1.57470543293349e-05,0.0013003065277183,0.000960614022606505,0.000704776420616737,2.97340831603431e-05
"17572",0.00178141407926405,4.39706430048924e-05,3.04076986186187e-05,0.00018996779490582,1.57470543293347e-05,0.0013003065277183,0.000960614022606504,0.000704776420616737,2.97340831603432e-05
"17583",1.36062737714531e-06,9.55475172915972e-06,0.000343508413893056,9.94072966198378e-06,2.82881805179133e-05,1.36057893528998e-06,4.44384491291184e-05,1.21074518581997e-05,2.70888106001172e-06
"17583",1.3606273771453e-06,9.5547517291597e-06,0.000343508413893056,9.94072966198379e-06,2.82881805179133e-05,1.36057893528998e-06,4.44384491291184e-05,1.21074518581997e-05,2.70888106001173e-06
"17606",3.46573660743855e-07,2.07555952559195e-07,6.01638859679367e-08,1.63822993362353e-07,1.2798651184172e-07,1.78639654123901e-07,4.50012042854979e-10,1.03075488243986e-08,5.96123406842527e-08
"17606",3.46573660743864e-07,2.075559525592e-07,6.01638859679383e-08,1.63822993362357e-07,1.27986511841723e-07,1.78639654123906e-07,4.5001204285499e-10,1.03075488243989e-08,5.96123406842542e-08
"17610",3.9690517357193e-05,1.00923057435708e-07,5.24563869887176e-07,4.26997124732025e-06,6.71576410292461e-07,3.49295295967717e-07,8.77925484784599e-06,2.50702702381021e-07,3.03799706901538e-06
"17610",3.96905173571931e-05,1.00923057435708e-07,5.24563869887177e-07,4.26997124732025e-06,6.71576410292462e-07,3.49295295967717e-07,8.779254847846e-06,2.50702702381021e-07,3.03799706901537e-06
"17614",6.3513761893539e-09,6.24511000945325e-07,7.95562485142655e-06,2.44544666451179e-06,1.70968394425797e-05,4.95128279390184e-05,2.88037163388571e-05,1.84092031108764e-05,1.66135547516778e-06
"17614",6.35137618935349e-09,6.24511000945324e-07,7.95562485142655e-06,2.44544666451177e-06,1.70968394425797e-05,4.95128279390184e-05,2.88037163388571e-05,1.84092031108764e-05,1.66135547516778e-06
"17643",0.000219320927556675,0.0037982172480043,0.00108564878858355,0.000137068008885392,0.000145433965058341,0.002175496462521,0.000202371805293068,0.00158606082926407,0.00341461894649835
"17643",0.000219320927556675,0.00379821724800429,0.00108564878858355,0.000137068008885392,0.00014543396505834,0.002175496462521,0.000202371805293067,0.00158606082926406,0.00341461894649835
"17650",8.53865521442779e-08,5.11359964397893e-09,6.69507163612546e-08,1.23489233819188e-07,6.74588165631129e-11,6.22858480784147e-07,1.22813176641574e-10,7.29115646904507e-08,3.39009087297405e-09
"17650",8.53865521442778e-08,5.11359964397891e-09,6.69507163612547e-08,1.23489233819188e-07,6.74588165631123e-11,6.22858480784147e-07,1.2281317664158e-10,7.29115646904508e-08,3.390090872974e-09
"17652",2.23666180335532e-08,3.57426391965521e-08,5.60041429704772e-07,4.66594022965744e-06,3.92797755534061e-06,4.19895511366061e-07,6.52149859026634e-06,6.27688205515013e-06,4.09117541679462e-05
"17652",2.23666180335528e-08,3.5742639196552e-08,5.60041429704771e-07,4.66594022965744e-06,3.92797755534061e-06,4.19895511366062e-07,6.52149859026634e-06,6.27688205515013e-06,4.09117541679462e-05
"17654",5.42587598124316e-07,1.97584463387855e-06,2.30312406438601e-05,0.000166225294855439,1.35265027916301e-05,5.98879077861841e-05,1.85164432437913e-05,2.74333278959667e-05,7.08063125521715e-09
"17654",5.42587598124317e-07,1.97584463387855e-06,2.30312406438601e-05,0.000166225294855439,1.35265027916301e-05,5.98879077861841e-05,1.85164432437913e-05,2.74333278959666e-05,7.08063125521701e-09
"17657",2.1652603015978e-06,2.09763958492005e-07,4.54007288802315e-05,1.27496138356145e-05,1.53852487898094e-05,7.86095353269541e-07,6.3146168708664e-07,1.14575965261827e-07,3.09545169674289e-06
"17657",2.16526030159781e-06,2.09763958492006e-07,4.54007288802315e-05,1.27496138356145e-05,1.53852487898094e-05,7.8609535326954e-07,6.31461687086643e-07,1.14575965261828e-07,3.09545169674288e-06
"17658",4.68429647419551e-06,9.77753570305451e-08,5.6325501305704e-07,2.12520750037604e-05,0.000109891420562974,2.19815245575972e-05,1.6137103274406e-05,2.39018786020169e-05,1.22628916260308e-05
"17658",4.68429647419552e-06,9.77753570305482e-08,5.63255013057039e-07,2.12520750037604e-05,0.000109891420562974,2.19815245575972e-05,1.6137103274406e-05,2.39018786020169e-05,1.22628916260308e-05
"17670",5.30093871619638e-05,1.11848161272018e-05,3.16050662980085e-06,1.18024242855992e-05,1.38089634307101e-07,8.99478852986381e-09,6.79491006781362e-06,8.9580698519363e-11,8.96402339619244e-06
"17670",1.79665468414858e-07,1.02902868787608e-07,7.36189160144724e-08,7.50761127580231e-09,1.32620394510244e-07,1.58998363744702e-10,1.21362928804268e-08,2.03384567102047e-08,2.42839234155322e-09
"17670",5.9361234213851e-05,9.14207255134766e-06,2.2694016015857e-06,1.240527386129e-05,5.52540241922814e-11,1.15455700430416e-08,6.23271189827986e-06,2.31276174937785e-08,9.26153256232188e-06
"17679",1.19131577751604e-05,1.98780737654556e-05,9.42280230719194e-06,3.45856269995558e-05,2.48298672119065e-06,3.19913142555962e-05,1.30718206609092e-05,2.38263441981094e-05,4.1301960441854e-07
"17679",1.19131577751604e-05,1.98780737654556e-05,9.42280230719193e-06,3.45856269995558e-05,2.48298672119066e-06,3.19913142555963e-05,1.30718206609092e-05,2.38263441981093e-05,4.13019604418524e-07
"17681",5.49077997291278e-07,5.31451379330487e-05,1.23474827128281e-06,0.000109749229371691,6.19831187069912e-05,0.000909018015112175,0.000555018851105935,0.000175521127865086,0.000420887122872167
"17681",5.49077997291276e-07,5.31451379330487e-05,1.23474827128283e-06,0.000109749229371691,6.19831187069913e-05,0.000909018015112173,0.000555018851105936,0.000175521127865086,0.000420887122872167
"17683",3.54852596124378e-07,4.88737283586359e-08,3.0931631995279e-08,4.58167576128142e-08,1.83945956106203e-08,6.13653725400664e-09,7.64510206815024e-09,2.77293901464476e-08,3.32880062054225e-09
"17683",3.54852596124377e-07,4.88737283586359e-08,3.0931631995279e-08,4.58167576128141e-08,1.83945956106203e-08,6.13653725400662e-09,7.64510206815025e-09,2.77293901464476e-08,3.32880062054225e-09
"17685",2.20213327354238e-06,5.51892185477549e-08,1.21382315960754e-06,3.18927881313503e-07,2.57589084478826e-06,1.19926179026285e-06,1.45476246393658e-12,2.61335884136333e-07,1.19304691720378e-07
"17685",2.20213327354238e-06,5.51892185477543e-08,1.21382315960754e-06,3.18927881313504e-07,2.57589084478825e-06,1.19926179026285e-06,1.45476246393788e-12,2.61335884136333e-07,1.19304691720377e-07
"17698",0.000415331392796858,7.85458400018443e-06,6.69070677405623e-07,4.62274221368272e-06,1.35142049399101e-07,1.29441214521972e-05,2.16272373353751e-06,9.91816027973303e-06,3.20061486316893e-06
"17698",0.00127195239044038,2.40546635005648e-05,2.04902894955472e-06,1.41571480294034e-05,4.13872526284746e-07,3.96413719473539e-05,6.62334143395862e-06,3.03743658566824e-05,9.80188301845481e-06
"17698",0.000233623908448233,4.41820350010374e-06,3.76352256040662e-07,2.60029249519653e-06,7.60174027869944e-08,7.28106831686091e-06,1.21653210011485e-06,5.57896515734983e-06,1.80034586053252e-06
"17700",2.68209049286519e-06,1.779684475474e-08,1.73198622149852e-05,8.93934763425539e-05,5.25043587493696e-06,7.25275290753774e-06,3.65493040668308e-06,1.32632762759441e-05,2.74221511668374e-05
"17700",2.6820904928652e-06,1.77968447547401e-08,1.73198622149852e-05,8.93934763425537e-05,5.25043587493698e-06,7.25275290753774e-06,3.65493040668307e-06,1.32632762759441e-05,2.74221511668373e-05
"17703",3.86751980608873e-06,2.43829959199294e-07,4.79632062036359e-06,8.56272705496811e-07,1.01384963117652e-06,5.62838893585758e-07,7.4851309197629e-06,1.34933082100328e-06,3.09403327742949e-07
"17703",3.86751980608875e-06,2.43829959199295e-07,4.7963206203636e-06,8.56272705496809e-07,1.01384963117652e-06,5.62838893585757e-07,7.4851309197629e-06,1.34933082100328e-06,3.09403327742951e-07
"17707",2.66177647849563e-06,8.87498104907541e-06,1.00555947496309e-05,5.80424417619485e-06,1.00248628184645e-05,7.15297462473163e-05,2.41596355381026e-07,1.71816038624621e-05,5.89200922242901e-06
"17707",2.66177647849564e-06,8.87498104907541e-06,1.0055594749631e-05,5.80424417619486e-06,1.00248628184645e-05,7.15297462473164e-05,2.41596355381026e-07,1.71816038624621e-05,5.89200922242903e-06
"17718",5.41959141423096e-06,1.91200145047107e-05,3.39577773392301e-05,1.42385298938051e-05,4.59519044919418e-08,1.12877385554718e-05,9.49080291589416e-07,6.30096782226624e-08,3.24682724163968e-08
"17718",5.41959141423097e-06,1.91200145047107e-05,3.39577773392302e-05,1.42385298938051e-05,4.59519044919422e-08,1.12877385554718e-05,9.49080291589415e-07,6.30096782226618e-08,3.2468272416397e-08
"17721",6.22541848436968e-06,9.67751194386141e-06,1.05430095978814e-05,7.87232254082834e-08,0.000140209556926857,1.23915483185919e-05,4.74213455664592e-05,5.62281510630203e-06,2.85059050592032e-06
"17721",6.2254184843697e-06,9.67751194386138e-06,1.05430095978814e-05,7.87232254082816e-08,0.000140209556926856,1.23915483185918e-05,4.74213455664591e-05,5.62281510630201e-06,2.85059050592032e-06
"17747",3.36435770350421e-05,8.7599778522941e-05,6.09815116613909e-07,2.34673189034364e-05,3.18747645669061e-05,3.08677690496062e-06,1.69783460936622e-05,1.66169201863729e-05,7.95798772073501e-07
"17747",3.36435770350421e-05,8.75997785229411e-05,6.09815116613912e-07,2.34673189034364e-05,3.18747645669061e-05,3.08677690496062e-06,1.69783460936622e-05,1.6616920186373e-05,7.95798772073498e-07
"17752",4.25842641140967e-08,2.80789754850971e-07,5.10095552645432e-08,9.39635563111312e-08,4.06962840078745e-08,9.2174541479615e-10,1.20209927037577e-08,6.82268278009593e-09,3.47238097339539e-09
"17752",4.25842641140959e-08,2.80789754850966e-07,5.10095552645424e-08,9.39635563111298e-08,4.06962840078738e-08,9.21745414796128e-10,1.20209927037575e-08,6.82268278009581e-09,3.47238097339532e-09
"17756",1.43668980361876e-06,0.000188760581812446,7.6445110330029e-06,1.21043832188643e-05,2.28666104015802e-05,1.05983163895257e-06,8.80572415900757e-06,0.000128273238197974,5.00632863659609e-05
"17756",1.43668980361876e-06,0.000188760581812446,7.64451103300289e-06,1.21043832188643e-05,2.28666104015802e-05,1.05983163895256e-06,8.80572415900759e-06,0.000128273238197974,5.00632863659609e-05
"17761",7.74880114100866e-05,2.93820510426022e-05,1.42143849093181e-05,5.84535216752375e-06,2.15738958216465e-05,3.77433905806968e-05,2.37654100077075e-05,2.68521124153804e-05,2.7588422918616e-06
"17761",7.74880114100866e-05,2.93820510426022e-05,1.42143849093181e-05,5.84535216752376e-06,2.15738958216465e-05,3.77433905806967e-05,2.37654100077076e-05,2.68521124153804e-05,2.75884229186162e-06
"17762",1.50367957986359e-09,1.53384996300829e-08,1.94532827167997e-09,2.5630301403373e-08,3.18649887628655e-09,1.82130224321476e-11,9.20598094602767e-10,5.91214241315007e-10,1.52330083159241e-09
"17762",1.5036795798636e-09,1.5338499630083e-08,1.94532827167998e-09,2.56303014033732e-08,3.18649887628657e-09,1.82130224321484e-11,9.20598094602772e-10,5.91214241315012e-10,1.52330083159242e-09
"17767",1.67982990075231e-06,0.000324002315247808,1.51516634069126e-05,0.000122592162485766,1.82637789172007e-05,4.03823665361145e-06,0.000113614973392818,0.000121460018498143,1.80881689823565e-05
"17767",1.6798299007523e-06,0.000324002315247809,1.51516634069126e-05,0.000122592162485766,1.82637789172007e-05,4.03823665361144e-06,0.000113614973392818,0.000121460018498143,1.80881689823565e-05
"17769",2.15073291479919e-07,3.32843567923407e-06,4.91032992256111e-06,1.22423542132334e-05,2.64014162269479e-06,9.05375777506399e-06,1.70405801502152e-05,3.55660970310076e-06,2.72668605349996e-06
"17769",2.1507329147992e-07,3.32843567923408e-06,4.91032992256111e-06,1.22423542132334e-05,2.64014162269479e-06,9.05375777506401e-06,1.70405801502151e-05,3.55660970310076e-06,2.72668605349995e-06
"17770",5.53901081314831e-07,2.66767310440912e-06,4.39083815711306e-06,6.08973722042247e-07,3.17681493868636e-07,1.01207804333509e-05,5.63454276803453e-06,2.50495011688862e-06,1.38214309008875e-08
"17770",5.53901081314843e-07,2.66767310440913e-06,4.39083815711305e-06,6.08973722042248e-07,3.17681493868633e-07,1.0120780433351e-05,5.63454276803453e-06,2.50495011688861e-06,1.38214309008863e-08
