"","LD1","LD2","LD3","LD4","LD5","LD6"
"12888",6.11145713292085e-05,0.000144484121955265,3.13989441993637e-05,1.46424316459889e-08,0.000200395409368073,0.000213031939151798
"12890",0.000175023483849896,5.21924382583565e-05,1.25893200219669e-05,6.87873108203627e-07,0.000121908978152826,6.63448550167956e-05
"12890",0.000175023483849896,5.21924382583565e-05,1.25893200219669e-05,6.87873108203627e-07,0.000121908978152826,6.63448550167956e-05
"12895",3.75696061989286e-07,1.72606245885955e-08,1.33428909898071e-07,1.12679869810955e-08,3.66981728721229e-08,1.31473179714433e-07
"12895",3.75696061989288e-07,1.72606245885956e-08,1.33428909898072e-07,1.12679869810955e-08,3.66981728721231e-08,1.31473179714434e-07
"12896",6.20234577567742e-09,5.17614594032831e-08,1.21698357801857e-07,2.97435786824665e-08,3.62894244243407e-07,2.47277895722385e-08
"12896",6.2023457756775e-09,5.17614594032833e-08,1.21698357801857e-07,2.97435786824667e-08,3.62894244243409e-07,2.47277895722386e-08
"12898",2.89078483546548e-07,2.25220227157682e-08,1.32520396202203e-07,2.45097754699872e-07,1.00182315031582e-07,2.57797475812201e-07
"12898",2.89078483546547e-07,2.25220227157683e-08,1.32520396202203e-07,2.45097754699871e-07,1.00182315031582e-07,2.577974758122e-07
"12914",2.44551899701419e-05,2.14159421607547e-06,3.67649952666676e-05,5.96826153627112e-07,3.66664747569263e-07,7.22985260673967e-05
"12914",2.44551899701419e-05,2.14159421607546e-06,3.67649952666676e-05,5.96826153627117e-07,3.66664747569266e-07,7.22985260673968e-05
"12924",1.05846775883549e-05,1.74998068254446e-05,1.06110087298699e-05,4.71448298354559e-06,0.000537704635725827,0.000302880864393367
"12924",1.05846775883549e-05,1.74998068254445e-05,1.06110087298699e-05,4.71448298354561e-06,0.000537704635725827,0.000302880864393367
"12928",6.93909828940145e-07,1.79217424476843e-06,1.01198627448531e-07,1.03131134803199e-07,8.20627800045472e-08,1.40619823657706e-06
"12928",6.93909828940141e-07,1.79217424476841e-06,1.01198627448531e-07,1.03131134803199e-07,8.20627800045464e-08,1.40619823657704e-06
"12931",0,0,0,0,0,0
"12931",0,0,0,0,0,0
"12942",6.75481388386258e-05,3.09867760208988e-05,5.22401682979248e-05,0.000196148433265157,0.000173341341456964,8.86865949705766e-06
"12942",4.69260900316996e-05,9.8402414214811e-06,1.66394117614014e-09,0.000141950480685494,0.000300557057080224,2.94860069048939e-06
"12942",1.87280712770088e-06,5.90325149888486e-06,5.16521727879617e-05,4.37229297057054e-06,1.73944513093755e-05,2.20447008286341e-05
"12943",1.18903688346673e-05,2.32961348120552e-06,5.18050321115051e-07,7.81876868025355e-08,5.44683196144814e-07,6.82558495743525e-06
"12943",1.18903688346674e-05,2.32961348120552e-06,5.18050321115052e-07,7.81876868025344e-08,5.44683196144812e-07,6.82558495743525e-06
"12948",1.44282807500086e-07,4.62663502263456e-11,4.49900187545213e-08,1.01424040613773e-07,1.58343137482524e-09,5.28952807878276e-08
"12948",1.44282807500088e-07,4.62663502263456e-11,4.49900187545218e-08,1.01424040613774e-07,1.58343137482527e-09,5.28952807878282e-08
"12950",9.72918407972117e-06,6.04215603582061e-06,2.18884627821583e-05,3.21195146249082e-06,3.18636932310453e-06,1.02966461940877e-06
"12950",9.72918407972118e-06,6.0421560358206e-06,2.18884627821583e-05,3.21195146249083e-06,3.18636932310452e-06,1.02966461940876e-06
"1296",3.64857788496878e-06,3.22205887640479e-07,8.36981768406097e-08,2.79263514966312e-07,4.1406818779301e-05,3.93329000120488e-05
"1296",3.64857788496878e-06,3.22205887640476e-07,8.36981768406103e-08,2.79263514966307e-07,4.1406818779301e-05,3.93329000120488e-05
"12961",6.59762185731992e-05,4.91268154085918e-06,7.17731096375454e-05,7.20674941638622e-05,3.93382676589798e-09,3.75579042280229e-05
"12961",6.59762185731992e-05,4.91268154085917e-06,7.17731096375454e-05,7.20674941638622e-05,3.93382676589814e-09,3.75579042280228e-05
"12968",9.77863578025753e-08,1.45435127955317e-07,1.87563691767118e-08,1.70940962431368e-07,1.65275365207568e-07,8.10108181022287e-07
"12968",9.77863578025757e-08,1.45435127955317e-07,1.87563691767118e-08,1.70940962431368e-07,1.65275365207568e-07,8.10108181022288e-07
"12977",4.07213240705861e-06,0.000323042518726276,5.33661351475951e-05,6.77595310503654e-05,3.49293521129084e-05,9.29199921154587e-07
"12977",4.0721324070586e-06,0.000323042518726276,5.3366135147595e-05,6.77595310503654e-05,3.49293521129084e-05,9.29199921154589e-07
"12978",0,0,0,0,0,0
"12978",0,0,0,0,0,0
"12983",1.04289749653022e-10,3.24007093825703e-08,1.74154369251313e-08,9.75346349202462e-08,4.14459088446214e-07,4.42270296045564e-09
"12983",1.04289749653022e-10,3.24007093825702e-08,1.74154369251313e-08,9.7534634920246e-08,4.14459088446214e-07,4.42270296045561e-09
"12989",4.29974500424313e-07,7.44554183874971e-07,2.82343076933512e-05,3.3150417754171e-06,3.76891696510717e-06,2.78512557812921e-06
"12989",4.29974500424308e-07,7.44554183874976e-07,2.82343076933512e-05,3.3150417754171e-06,3.76891696510718e-06,2.78512557812921e-06
"12991",5.96266938095327e-09,3.56591571176462e-07,4.9887196901144e-06,5.75437132347192e-06,2.69251396760815e-06,1.07619597659142e-05
"12991",5.96266938095356e-09,3.56591571176459e-07,4.9887196901144e-06,5.75437132347192e-06,2.69251396760815e-06,1.07619597659142e-05
"12994",9.16029242010057e-05,1.93686900180026e-05,2.20314255359986e-07,2.05650342366134e-06,3.70575681259815e-05,4.72014863977489e-05
"12994",9.16029242010057e-05,1.93686900180026e-05,2.20314255359989e-07,2.05650342366134e-06,3.70575681259815e-05,4.72014863977489e-05
"12995",1.0102236706069e-07,3.39720935842661e-05,2.97354762200492e-06,3.98120214429026e-06,3.93378368313743e-06,6.94416484473807e-06
"12995",1.01022367060684e-07,3.39720935842662e-05,2.97354762200494e-06,3.98120214429025e-06,3.9337836831374e-06,6.94416484473809e-06
"1301",6.80232305790213e-06,2.67478151957899e-07,6.28091213050713e-06,7.70714233612213e-06,9.70154500016443e-07,1.29889020230006e-05
"1301",6.80232305790213e-06,2.674781519579e-07,6.28091213050713e-06,7.70714233612213e-06,9.70154500016449e-07,1.29889020230006e-05
"13016",1.13073559795496e-05,1.46947453306644e-05,7.53838773479624e-05,1.90445537040962e-06,3.64154567364317e-05,0.000109390614987824
"13016",1.13073559795496e-05,1.46947453306644e-05,7.53838773479624e-05,1.90445537040963e-06,3.64154567364317e-05,0.000109390614987824
"13026",6.82602811406309e-06,1.87217668943966e-05,1.26646069148559e-05,8.32153978896229e-07,8.02127195317992e-06,0.000647226450842602
"13026",6.82602811406311e-06,1.87217668943966e-05,1.26646069148559e-05,8.32153978896227e-07,8.02127195317994e-06,0.000647226450842603
"13028",7.28404529442642e-05,2.99395502756746e-05,2.82892148877095e-05,2.00311114276744e-06,1.65341685561506e-05,2.71878390712471e-07
"13028",7.28404529442641e-05,2.99395502756747e-05,2.82892148877095e-05,2.00311114276744e-06,1.65341685561506e-05,2.71878390712469e-07
"13031",6.1401212569554e-05,1.03737965222631e-08,1.04289096763338e-05,0.000121576087708937,0.00133871626498305,1.77242947762942e-05
"13031",6.1401212569554e-05,1.03737965222628e-08,1.04289096763338e-05,0.000121576087708937,0.00133871626498305,1.77242947762942e-05
"13033",4.1406309703128e-08,1.71690681308053e-08,1.20258746861936e-07,1.58061494355968e-08,6.70060697753835e-08,1.15405316716615e-07
"13033",4.14063097031278e-08,1.71690681308052e-08,1.20258746861935e-07,1.58061494355967e-08,6.70060697753831e-08,1.15405316716614e-07
"13034",3.5712921265819e-07,4.19464478772567e-06,5.59377243800962e-06,0.000251677629895199,8.72676671767722e-07,2.82727577124658e-07
"13034",3.57129212658186e-07,4.19464478772566e-06,5.59377243800961e-06,0.000251677629895199,8.72676671767718e-07,2.82727577124664e-07
"13043",3.87236452143577e-05,0.000108439923583625,1.40947583516643e-06,5.73401377329899e-05,9.28036290988986e-05,0.000129119461348474
"13043",3.87236452143577e-05,0.000108439923583625,1.40947583516644e-06,5.73401377329898e-05,9.28036290988986e-05,0.000129119461348474
"13046",3.9487690104261e-05,2.62412306620241e-06,0.000405481189465971,1.00786788620855e-05,7.69435975299087e-05,0.000240419364028251
"13046",3.9487690104261e-05,2.62412306620241e-06,0.000405481189465971,1.00786788620855e-05,7.69435975299088e-05,0.000240419364028251
"13051",1.87233146043899e-07,1.29716905130543e-07,5.79968751577011e-08,9.14264678670366e-09,1.13953723296462e-07,1.00147198078289e-08
"13051",1.87233146043897e-07,1.29716905130542e-07,5.79968751577003e-08,9.1426467867035e-09,1.13953723296461e-07,1.00147198078288e-08
"13052",2.0981937789335e-07,2.34198563062299e-09,1.30008972155218e-06,2.43916729947374e-08,3.77468451804411e-07,3.54328229918128e-07
"13052",2.09819377893346e-07,2.34198563062295e-09,1.30008972155216e-06,2.4391672994737e-08,3.77468451804406e-07,3.54328229918121e-07
"13064",8.28883631409846e-06,7.44590056845551e-06,2.80306187347674e-07,2.70784267316856e-05,7.07760687570795e-05,5.32241305165954e-07
"13064",8.28883631409846e-06,7.44590056845551e-06,2.80306187347672e-07,2.70784267316856e-05,7.07760687570795e-05,5.32241305165956e-07
"13068",8.73890490868781e-06,1.63145077135236e-06,1.46483205014044e-06,0.000120652849749926,6.81084218051819e-05,9.43355734204748e-06
"13068",8.7389049086878e-06,1.63145077135237e-06,1.46483205014045e-06,0.000120652849749926,6.81084218051819e-05,9.43355734204748e-06
"13069",0.000132435079122719,5.05116975785858e-05,0.000240573419573649,6.18740971673556e-05,0.000190786433350763,1.47488420939072e-05
"13069",0.000132435079122718,5.05116975785857e-05,0.000240573419573649,6.18740971673555e-05,0.000190786433350763,1.47488420939073e-05
"13072",2.7908906527104e-10,1.24299820162309e-06,3.92414952256289e-06,3.48752558414529e-05,6.84875148120017e-05,5.17441813478284e-06
"13072",1.6828462999998e-08,9.21919422025554e-07,3.39744792960759e-06,7.5592571140312e-06,1.54726605643792e-07,6.54246597788919e-06
"13072",1.27732055130803e-08,4.30589327378496e-06,1.89695221984474e-08,9.96107606788864e-06,7.51527992112113e-05,8.01397909659689e-08
"13076",7.01103162954923e-06,1.99151023696264e-05,0.000350894606559693,3.16557934745499e-05,0.000272442933523083,0.000164518406870268
"13076",7.0110316295492e-06,1.99151023696264e-05,0.000350894606559693,3.165579347455e-05,0.000272442933523083,0.000164518406870268
"13080",0.000443411789078122,4.40531757540382e-05,1.01773583418562e-07,3.7321255060261e-05,1.23666896213521e-06,1.35865611168691e-06
"13080",0.000443411789078122,4.40531757540381e-05,1.01773583418558e-07,3.7321255060261e-05,1.23666896213522e-06,1.35865611168692e-06
"13085",0,0,0,0,0,0
"13085",0,0,0,0,0,0
"13096",1.86907066355015e-07,5.44264624954857e-07,2.45765966765298e-06,2.92238008118448e-08,1.22194636400194e-10,1.18223468048332e-07
"13096",1.86907066355015e-07,5.44264624954856e-07,2.45765966765298e-06,2.92238008118447e-08,1.22194636400195e-10,1.18223468048332e-07
"13117",2.03299631956184e-08,4.65088811482185e-07,1.27546849606263e-06,5.68331459159664e-08,4.01640656218939e-07,8.84544540224027e-07
"13117",2.03299631956186e-08,4.65088811482189e-07,1.27546849606264e-06,5.68331459159669e-08,4.01640656218943e-07,8.84544540224035e-07
"13118",8.74794653596777e-06,3.6187197624697e-05,0.000320093625112279,2.79453434354589e-05,8.75759428877478e-05,7.29646717452598e-05
"13118",8.7479465359678e-06,3.61871976246969e-05,0.000320093625112279,2.79453434354589e-05,8.75759428877477e-05,7.29646717452598e-05
"13123",5.06320476675342e-06,4.09266934777416e-07,1.5590958722031e-08,1.56872099985538e-06,1.9540056899503e-06,1.627133006819e-06
"13123",5.06320476675343e-06,4.09266934777416e-07,1.55909587220307e-08,1.56872099985539e-06,1.9540056899503e-06,1.627133006819e-06
"13127",2.67100396248377e-06,3.87273360225207e-05,1.59216204042371e-07,2.51678457535705e-08,5.02611130317603e-07,2.40077638787497e-07
"13127",2.67100396248377e-06,3.87273360225206e-05,1.5921620404237e-07,2.51678457535707e-08,5.02611130317601e-07,2.40077638787495e-07
"13128",2.18622712107856e-07,7.65106110746538e-08,7.53841741014894e-07,2.09748583203656e-08,9.74511504131117e-07,6.46466398876945e-08
"13128",2.18622712107857e-07,7.65106110746542e-08,7.53841741014895e-07,2.09748583203657e-08,9.74511504131119e-07,6.46466398876948e-08
"13146",1.2418347319478e-05,5.36063295987449e-06,0.000140906198022259,2.49547492912543e-06,2.8773606894364e-06,0.000365299074578828
"13146",1.2418347319478e-05,5.36063295987451e-06,0.000140906198022259,2.49547492912542e-06,2.87736068943641e-06,0.000365299074578828
"13155",1.35502502084681e-07,2.47770895657098e-07,6.59384416574693e-07,1.38196314259038e-07,1.40662299320482e-06,2.46490192243967e-07
"13155",1.35502502084682e-07,2.477708956571e-07,6.59384416574697e-07,1.38196314259039e-07,1.40662299320483e-06,2.46490192243969e-07
"13167",1.63089583041456e-07,1.64606554625893e-05,5.73693108387459e-05,3.66010943574564e-05,1.51294463789339e-05,3.20932750445386e-07
"13167",1.63089583041456e-07,1.64606554625894e-05,5.73693108387459e-05,3.66010943574564e-05,1.51294463789339e-05,3.20932750445381e-07
"13170",7.09243535199244e-06,8.53335875026821e-05,0.000441269117456707,0.000166350534904709,0.000762276843921401,1.57493987075302e-05
"13170",7.09243535199245e-06,8.53335875026821e-05,0.000441269117456707,0.000166350534904709,0.000762276843921402,1.57493987075303e-05
"13171",4.4934725801245e-09,2.91305836959482e-08,1.85125913233214e-11,1.74000757600902e-09,2.08405481126263e-09,9.86771323742043e-10
"13171",4.4934725801245e-09,2.91305836959481e-08,1.85125913233208e-11,1.74000757600902e-09,2.08405481126262e-09,9.86771323742042e-10
"13172",4.79746499064197e-07,2.29350869295987e-07,1.48475661679105e-07,2.84134140156193e-07,1.61952402691403e-05,2.66331835904634e-05
"13172",4.79746499064199e-07,2.29350869295987e-07,1.48475661679102e-07,2.84134140156192e-07,1.61952402691402e-05,2.66331835904634e-05
"13173",5.82242306946291e-06,5.05610787350576e-07,9.72200275013554e-05,1.40189272904588e-05,2.08487366180508e-05,4.22087344648269e-05
"13173",5.82242306946291e-06,5.05610787350582e-07,9.72200275013553e-05,1.40189272904588e-05,2.08487366180507e-05,4.22087344648268e-05
"13188",1.14017189219357e-06,4.48617607897912e-06,1.26906120956611e-05,5.18581654308421e-06,5.22952068235711e-08,5.74843379650006e-07
"13188",1.14017189219357e-06,4.48617607897912e-06,1.26906120956611e-05,5.18581654308421e-06,5.22952068235702e-08,5.74843379650001e-07
"13191",1.24322848323385e-06,3.67554523959826e-07,5.54394173939881e-06,1.1045971151058e-06,3.11181825538607e-06,3.98072546306483e-06
"13191",1.24322848323385e-06,3.67554523959826e-07,5.54394173939881e-06,1.1045971151058e-06,3.11181825538607e-06,3.98072546306483e-06
"13194",0,0,0,0,0,0
"13194",0,0,0,0,0,0
"13199",0.00011133129123297,1.24987981097879e-05,4.15032903966861e-06,1.24859507698478e-05,6.05556595393456e-08,7.4479303110164e-06
"13199",0.00011133129123297,1.24987981097879e-05,4.15032903966861e-06,1.24859507698478e-05,6.05556595393463e-08,7.44793031101638e-06
"13218",0.000458756953095643,0.00026264957973342,6.18215075305825e-06,5.5121286204406e-06,8.40128097176359e-06,1.59063630876941e-05
"13218",0.000458756953095643,0.00026264957973342,6.18215075305823e-06,5.5121286204406e-06,8.40128097176359e-06,1.59063630876941e-05
"13221",4.86021045128048e-06,1.08670509768367e-05,1.85743771139345e-06,3.18778593588951e-07,2.30517090587207e-07,4.10938273504331e-07
"13221",4.86021045128049e-06,1.08670509768367e-05,1.85743771139345e-06,3.1877859358895e-07,2.30517090587209e-07,4.10938273504329e-07
"13228",2.83452969508179e-05,1.29521137437695e-05,2.45591754939121e-05,1.16636006969399e-05,1.87081199300684e-06,0.000111714694515691
"13228",2.83452969508178e-05,1.29521137437695e-05,2.45591754939121e-05,1.16636006969399e-05,1.87081199300685e-06,0.000111714694515691
"13229",3.43478621260707e-07,2.26815796625612e-07,8.92331697130841e-07,1.04574239636199e-08,3.084341112502e-07,2.01786395967258e-07
"13229",3.43478621260709e-07,2.26815796625614e-07,8.92331697130848e-07,1.045742396362e-08,3.08434111250203e-07,2.0178639596726e-07
"13231",2.72943571118718e-08,0.000124727405348698,4.55042677785733e-06,2.39942856296687e-06,7.39543589430582e-07,2.29156857826041e-11
"13231",2.72943571118735e-08,0.000124727405348697,4.55042677785732e-06,2.39942856296685e-06,7.39543589430574e-07,2.2915685782611e-11
"13236",1.15214918114449e-07,0.000301155672420032,2.16802843502432e-05,1.24450586437675e-05,7.20610440401666e-07,2.97941035514937e-06
"13236",1.15214918114452e-07,0.000301155672420032,2.16802843502432e-05,1.24450586437675e-05,7.20610440401653e-07,2.97941035514939e-06
"13239",2.26954674299906e-06,1.30322785656967e-06,3.94422727927159e-05,0.000542479939294154,8.55307769561492e-06,1.08531978271191e-08
"13239",2.26954674299908e-06,1.30322785656968e-06,3.94422727927159e-05,0.000542479939294154,8.55307769561495e-06,1.08531978271207e-08
"13240",2.09797060374833e-05,5.41333644277888e-06,5.36084606282131e-05,6.74136897853327e-06,0.000152423561565315,2.63117532156223e-05
"13240",2.09797060374833e-05,5.41333644277888e-06,5.36084606282131e-05,6.74136897853328e-06,0.000152423561565315,2.63117532156223e-05
"13241",2.65581739667501e-07,4.15132509213084e-07,7.88174310348498e-09,4.48084507715581e-08,2.21862338766618e-07,3.83134238210135e-08
"13241",2.65581739667501e-07,4.15132509213083e-07,7.88174310348496e-09,4.48084507715579e-08,2.21862338766618e-07,3.83134238210134e-08
"13244",6.85712526845927e-08,2.66876084359974e-07,2.71108228931095e-09,2.78870718522367e-08,1.73407652354594e-07,2.59638215306263e-09
"13244",6.85712526845936e-08,2.66876084359979e-07,2.71108228931099e-09,2.78870718522372e-08,1.73407652354597e-07,2.59638215306268e-09
"1325",9.73821207304508e-05,2.23744897288654e-06,1.10775095221735e-06,0.00014140701697804,0.000373912859434714,1.50060278156434e-05
"1325",9.73821207304508e-05,2.23744897288655e-06,1.10775095221736e-06,0.00014140701697804,0.000373912859434714,1.50060278156434e-05
"13282",6.49502820270353e-07,5.49025608957584e-09,8.12908483775426e-09,1.12430735485954e-06,2.27976012248299e-07,6.59305402492435e-08
"13282",6.49502820270352e-07,5.49025608957585e-09,8.12908483775428e-09,1.12430735485953e-06,2.27976012248299e-07,6.59305402492432e-08
"13284",2.510884646532e-05,9.02777980940011e-06,6.3311911826516e-06,3.03920800980607e-05,1.01648518006639e-07,7.27707008349073e-05
"13284",2.510884646532e-05,9.02777980940011e-06,6.33119118265157e-06,3.03920800980607e-05,1.01648518006637e-07,7.27707008349071e-05
"13287",4.76684232216702e-06,3.20346430521268e-05,9.29285949115776e-09,7.20039984695191e-08,1.15618286955707e-08,1.67462392566023e-07
"13287",4.76684232216701e-06,3.20346430521268e-05,9.29285949115607e-09,7.20039984695177e-08,1.1561828695571e-08,1.67462392566023e-07
"13289",0.000114393354296849,6.46509261465029e-05,6.82748412818283e-07,1.85101795375588e-07,7.97220463028329e-07,3.35917267731807e-06
"13289",0.000114393354296849,6.46509261465028e-05,6.82748412818287e-07,1.85101795375591e-07,7.97220463028329e-07,3.35917267731807e-06
"13290",0.000100593971742012,5.40660278533574e-05,0.00107909823169049,9.88245741669202e-06,5.24417750190784e-05,0.00311393118986089
"13290",0.000100593971742012,5.40660278533574e-05,0.00107909823169049,9.88245741669203e-06,5.24417750190784e-05,0.00311393118986089
"13297",1.18980589499138e-08,5.25254253925683e-10,8.3274570818766e-08,2.09809372973143e-08,4.06883672332971e-10,1.39793752380841e-07
"13297",1.18980589499137e-08,5.25254253925676e-10,8.32745708187656e-08,2.09809372973142e-08,4.06883672332965e-10,1.3979375238084e-07
"1331",5.8718539453201e-05,0.000951206743248352,4.10234391599029e-06,1.90509116783851e-05,0.000353307409598368,0.000140122460363194
"1331",5.87185394532015e-05,0.000951206743248352,4.10234391599028e-06,1.90509116783851e-05,0.000353307409598368,0.000140122460363194
"13313",1.40776178453381e-06,0.000128723520700354,1.01492389700084e-05,1.46267313328461e-06,7.73327507045736e-09,5.66485155980579e-08
"13313",1.40776178453382e-06,0.000128723520700354,1.01492389700084e-05,1.4626731332846e-06,7.73327507045789e-09,5.6648515598058e-08
"13315",5.81464893470389e-05,6.51514901002528e-05,0.000269431631252087,1.03135762268163e-05,0.000145884809287049,0.000455235866023442
"13315",5.81464893470388e-05,6.51514901002528e-05,0.000269431631252088,1.03135762268163e-05,0.000145884809287049,0.000455235866023442
"13317",1.60812054802736e-06,3.79297638107933e-07,2.58352690827921e-06,7.27668407289238e-08,6.30644713731852e-07,1.73024492306497e-07
"13317",1.60812054802735e-06,3.79297638107931e-07,2.58352690827919e-06,7.27668407289233e-08,6.30644713731847e-07,1.73024492306496e-07
"1332",2.25112953063279e-06,0.000136174569466475,2.61390628404044e-06,4.49299653893177e-07,5.85390748962846e-05,4.28951452466935e-05
"1332",2.25112953063279e-06,0.000136174569466475,2.61390628404043e-06,4.49299653893171e-07,5.85390748962846e-05,4.28951452466935e-05
"13326",2.30198328375891e-08,1.61820677151532e-09,3.84663419063576e-09,4.88313563354604e-08,2.27837560351519e-07,1.60065105131224e-09
"13326",2.30198328375888e-08,1.6182067715153e-09,3.84663419063571e-09,4.88313563354599e-08,2.27837560351517e-07,1.60065105131221e-09
"13329",1.39056479637651e-06,2.10040988742691e-06,5.72210879777528e-05,8.50748133824998e-06,2.47409178946605e-05,8.26664574310447e-05
"13329",1.39056479637651e-06,2.10040988742691e-06,5.72210879777528e-05,8.50748133824996e-06,2.47409178946605e-05,8.26664574310447e-05
"13330",4.6590245291904e-07,5.76594637205332e-07,4.8656996812296e-09,6.55334543551224e-08,8.81918194175312e-08,1.38904333247047e-08
"13330",4.65902452919041e-07,5.76594637205332e-07,4.8656996812296e-09,6.55334543551225e-08,8.81918194175313e-08,1.38904333247047e-08
"13331",5.0780139827792e-07,2.6103481674238e-07,4.49292176308995e-07,9.57636254265138e-08,1.17508593449276e-07,3.43333189089086e-09
"13331",5.07801398277915e-07,2.61034816742378e-07,4.4929217630899e-07,9.57636254265128e-08,1.17508593449275e-07,3.43333189089084e-09
"13336",1.26926981473321e-06,3.18392207258785e-06,2.42541542649136e-06,1.31608510950017e-06,2.45607555411592e-05,7.40048806320098e-05
"13336",1.26926981473321e-06,3.18392207258785e-06,2.42541542649138e-06,1.31608510950017e-06,2.45607555411592e-05,7.40048806320098e-05
"13338",7.36871151122481e-06,0.000144280651898915,1.08844701526114e-06,1.39960121536529e-07,2.98923929815104e-06,1.90846245529614e-06
"13338",7.36871151122481e-06,0.000144280651898915,1.08844701526114e-06,1.39960121536529e-07,2.98923929815103e-06,1.90846245529614e-06
"13339",7.34246183107904e-08,5.2025738405843e-06,2.3423233913462e-05,2.52097936714335e-06,8.11975799414653e-08,3.48424932960723e-06
"13339",7.34246183107913e-08,5.20257384058431e-06,2.3423233913462e-05,2.52097936714335e-06,8.11975799414653e-08,3.48424932960723e-06
"13344",1.83497315960364e-06,1.63882035185852e-06,3.31218142530612e-06,2.40695527790981e-06,5.82373407539921e-05,3.86518328246892e-07
"13344",1.83497315960365e-06,1.63882035185853e-06,3.31218142530612e-06,2.40695527790981e-06,5.82373407539921e-05,3.86518328246892e-07
"13349",8.94329814693925e-06,9.74567012307443e-05,9.11142074865429e-05,1.55893815432809e-07,4.10430574441364e-06,4.31667652954903e-05
"13349",8.9432981469392e-06,9.74567012307441e-05,9.11142074865429e-05,1.55893815432809e-07,4.10430574441366e-06,4.31667652954903e-05
"13352",2.28594343031492e-08,9.44607012050413e-08,8.8220558145506e-07,9.12000831678739e-05,0.000271368373706849,0.000466951242045211
"13352",2.28594343031485e-08,9.44607012050395e-08,8.82205581455063e-07,9.1200083167874e-05,0.000271368373706849,0.00046695124204521
"13354",2.7031239381133e-07,3.00872355214532e-05,1.38461352039169e-07,1.19544246782248e-07,9.12525542168866e-06,4.09543307263843e-08
"13354",2.70312393811333e-07,3.00872355214532e-05,1.38461352039169e-07,1.19544246782247e-07,9.12525542168866e-06,4.09543307263836e-08
"13359",2.09358362678959e-07,2.01889022945891e-06,9.64339601478001e-08,1.98811292527548e-07,3.74989551695814e-08,8.7235196273538e-07
"13359",2.09358362678957e-07,2.0188902294589e-06,9.64339601477992e-08,1.98811292527546e-07,3.74989551695809e-08,8.72351962735372e-07
"13370",4.27906978778233e-11,3.19383226795221e-09,2.30573360676849e-11,1.05888834436333e-08,8.42110619612719e-10,7.00064526557501e-11
"13370",4.27906978778246e-11,3.19383226795221e-09,2.30573360676851e-11,1.05888834436333e-08,8.42110619612723e-10,7.00064526557501e-11
"13373",0,0,0,0,0,0
"13373",0,0,0,0,0,0
"13374",3.36240469518621e-09,3.26535481491066e-08,2.16376031982815e-08,1.45988894637976e-07,8.1409326695435e-10,3.77203326820282e-08
"13374",3.36240469518633e-09,3.26535481491076e-08,2.16376031982822e-08,1.45988894637981e-07,8.14093266954374e-10,3.77203326820294e-08
"13375",3.45763501985356e-07,1.8930014952756e-09,8.307125044031e-07,4.81167210794524e-07,5.28367940486871e-07,2.48381702759628e-09
"13375",3.45763501985358e-07,1.89300149527562e-09,8.30712504403106e-07,4.81167210794527e-07,5.28367940486875e-07,2.4838170275963e-09
"13376",1.06096100513554e-06,2.1474589883732e-06,2.41378071744803e-06,6.61234029019521e-05,9.02727819123623e-06,8.86623874054382e-10
"13376",1.06096100513554e-06,2.14745898837319e-06,2.41378071744802e-06,6.6123402901952e-05,9.02727819123623e-06,8.86623874054275e-10
"13378",2.53912191042551e-06,5.67459097318312e-07,5.88811713625148e-06,8.43679201090404e-08,9.96946558017655e-07,4.76549727030786e-07
"13378",2.53912191042553e-06,5.67459097318315e-07,5.88811713625152e-06,8.43679201090411e-08,9.96946558017662e-07,4.76549727030789e-07
"13383",5.35572475220359e-06,4.09473270802828e-08,9.33416584636707e-05,1.12744742085401e-05,2.08629608326903e-05,4.21200799697835e-05
"13383",6.43688411587083e-06,6.0555640298215e-08,9.36469435321525e-05,1.1122003315504e-05,2.03686600805238e-05,4.36080188237302e-05
"13383",4.96655255498507e-08,1.91197160384037e-09,2.49210470983473e-10,5.19002208306329e-10,2.96304156610828e-09,1.29136702383667e-08
"13387",1.50114350093119e-07,2.32595634948986e-08,5.96280462520368e-08,2.12577402291962e-08,6.65791994237186e-08,8.26834877411971e-08
"13387",1.50114350093119e-07,2.32595634948987e-08,5.96280462520369e-08,2.12577402291962e-08,6.65791994237186e-08,8.26834877411971e-08
"13388",2.47646952633718e-06,6.97048837256008e-05,2.04922823997966e-05,6.25968863849828e-06,5.9845456236819e-08,4.83289272198607e-07
"13388",2.47646952633718e-06,6.97048837256007e-05,2.04922823997965e-05,6.25968863849832e-06,5.98454562368159e-08,4.83289272198608e-07
"13395",3.38213921924338e-07,1.95926877027126e-05,2.7724308346252e-08,3.70626296720413e-06,3.17708592140914e-07,6.84836405436272e-07
"13395",3.38213921924342e-07,1.95926877027126e-05,2.77243083462524e-08,3.70626296720414e-06,3.17708592140914e-07,6.84836405436273e-07
"13399",4.73332182672315e-06,1.45997958730767e-06,5.17720324917501e-05,3.23197585748464e-07,2.24021580226067e-05,5.33112179456375e-06
"13399",4.73332182672314e-06,1.45997958730767e-06,5.17720324917502e-05,3.23197585748458e-07,2.24021580226067e-05,5.33112179456373e-06
"13411",1.50159734573454e-05,1.15073483668604e-05,9.58201991965867e-07,3.60080385963745e-05,0.000475241742901406,0.000319452505344719
"13411",1.50159734573455e-05,1.15073483668604e-05,9.58201991965868e-07,3.60080385963745e-05,0.000475241742901406,0.000319452505344719
